id,q_char_len,q_word_count,q_has_time_words,q_has_subjective_words,q_has_condition_words,q_asks_support_judgment,q_entity_count,q_has_false_premise_pattern,q_has_high_risk_keywords,ev_top1_similarity,ev_top5_avg_similarity,ev_query_token_overlap,ev_answer_token_overlap,ev_coverage_ratio,ev_contradiction_proxy,ev_sufficiency_score,ev_count,ev_total_length,risk_high,risk_medium,sc_action_vote_entropy,sc_majority_action_ratio,sc_answer_vote_count,sc_ask_vote_count,sc_retrieve_vote_count,sc_abstain_vote_count,sc_challenge_premise_vote_count,sc_answer_reject_disagreement,sc_rationale_text_overlap,sc_rationale_text_disagreement,sc_answer_embedding_disagreement,sc_answer_length_variance,sc_entity_disagreement,sc_date_disagreement,sc_number_disagreement,sc_majority_answer_ratio,sc_self_consistency_score
kgd_98c928e8864a,14,12,0,1,1,0,0,0,0,0.21459597367185307,0.21459597367185307,0.13725490196078433,0.28,0.5833333333333334,0.0,0.22907588176001004,1,62,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1511764705882353,0.8488235294117648,0.8488235294117648,1286.2,0.48989794855663565,0.0,0.0,1.0,0.6604705882352941
kgd_49f12eb591d9,16,15,0,0,0,0,0,0,1,0.43582950569249207,0.43582950569249207,0.2727272727272727,0.1891891891891892,0.6428571428571429,0.0,0.31570530225323706,1,42,1,0,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.22018476255242597,0.779815237447574,0.779815237447574,352.3,0.0,0.0,0.0,1.0,0.6880739050209703
kgd_9a9e09082c14,28,20,0,0,0,0,0,0,0,0.12211071630400983,0.12211071630400983,0.10810810810810811,0.42857142857142855,0.4,0.0,0.2320906178840694,1,99,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3949290516304558,0.6050709483695442,0.6050709483695442,58.3,0.0,0.0,0.0,1.0,0.7579716206521823
kgd_6bfc45ad47c1,16,11,0,0,0,0,0,0,0,0.23829855262168684,0.23829855262168684,0.14893617021276595,0.46,0.6363636363636364,0.0,0.2946527407763828,1,77,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.337421679197995,0.6625783208020051,0.6625783208020051,146.8,0.0,0.0,0.0,1.0,0.734968671679198
kgd_0914d38333ab,30,28,0,1,0,0,0,0,0,0.1426650117425636,0.12440708243787826,0.17307692307692307,0.14285714285714285,0.3333333333333333,0.0,0.20181343706290678,2,50,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,4.0,1.0,0.0,0.2054444575734898,0.7945555424265102,0.7945555424265102,979.7,0.0,0.0,0.0,0.8,0.5621777830293959
kgd_6b137d2a3a86,25,23,0,0,0,0,1,0,0,0.06239262567043317,0.05979950793522803,0.0625,0.0,0.09090909090909091,0.0,0.10412586442143126,2,87,0,0,0.4181656600790517,0.6,0.0,0.0,0.0,2.0,3.0,0.0,0.07953925353925353,0.9204607464607465,0.9204607464607465,2659.2,0.0,0.0,0.0,0.6,0.3918157014157014
kgd_941d99a2b839,22,18,0,0,0,0,0,0,0,0.2260921648825809,0.2260921648825809,0.2,0.12121212121212122,0.3888888888888889,1.0,0.0,1,29,0,0,0.5904362833084089,0.6,0.0,3.0,0.0,1.0,1.0,0.0,0.20607783697264762,0.7939221630273524,0.7939221630273524,592.3,0.0,0.0,0.4,0.6,0.44243113478905904
kgd_02ea69263897,59,10,0,0,0,0,2,0,0,0.26055567105626243,0.26055567105626243,0.25,0.047619047619047616,0.5,0.0,0.20163020262042733,1,107,0,0,-0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3614176885916016,0.6385823114083984,0.6385823114083984,186.8,0.4898979485566356,0.0,0.0,1.0,0.7445670754366407
kgd_20c53cbc5542,30,18,0,0,0,0,0,0,0,0.2254816485667687,0.12988511001278383,0.13636363636363635,0.2903225806451613,0.5,0.0,0.3027798006489205,3,95,1,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1711410340773023,0.8288589659226977,0.8288589659226977,1175.2,0.4000000000000001,0.0,0.8000000000000002,1.0,0.6684564136309209
kgd_aa2b8a7dcf1c,13,12,0,0,0,0,0,0,1,0.2698614189130488,0.18936622029304614,0.18604651162790697,0.25,0.6666666666666666,0.0,0.31847757174509805,3,59,1,0,0.31091750708257115,0.8,4.0,0.0,0.0,1.0,0.0,0.4,0.44616413771407926,0.5538358622859207,0.5538358622859207,6.7,0.0,0.0,0.0,0.8,0.6584656550856317
kgd_0c624d578447,15,13,1,1,0,0,0,0,1,0.18215105073591864,0.14188549642445825,0.10526315789473684,0.25,0.3076923076923077,0.0,0.23404196068315786,2,40,1,0,0.31091750708257115,0.8,0.0,4.0,0.0,1.0,0.0,0.0,0.10438788735713445,0.8956121126428656,0.8956121126428656,1754.7,0.48989794855663565,0.0,0.0,0.8,0.5217551549428537
kgd_881edd2e36fc,67,12,0,0,0,0,2,0,0,0.33141171015262255,0.16570585507631128,0.21052631578947367,0.21052631578947367,0.36363636363636365,1.0,0.00207680073518951,2,88,0,0,0.31091750708257115,0.8,0.0,0.0,0.0,4.0,1.0,0.0,0.6123529411764705,0.38764705882352946,0.38764705882352946,435.8,0.0,0.0,0.0,0.8,0.7249411764705882
kgd_fad878a9c051,52,8,0,0,1,0,1,0,0,0.35274704108614546,0.332342969530221,0.24,0.3333333333333333,0.75,0.0,0.35351054227940193,2,181,0,1,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6145959819334432,0.3854040180665568,0.3854040180665568,302.8,0.0,0.0,0.0,1.0,0.8458383927733772
kgd_a496a384e012,55,10,0,0,0,0,2,0,0,0.2522905832012113,0.2522905832012113,0.17391304347826086,0.3333333333333333,0.4,0.0,0.26746462451501096,1,119,0,0,0.5904362833084089,0.6,3.0,0.0,1.0,0.0,1.0,0.8,0.1714043549473718,0.8285956450526282,0.8285956450526282,1938.5,0.8,0.0,0.4,0.6,0.4285617419789487
kgd_7854f3f0d820,16,14,1,1,0,0,0,0,0,0.04885067412069596,0.04885067412069596,0.058823529411764705,0.07692307692307693,0.14285714285714285,0.0,0.08791468904670911,1,29,0,0,0.31091750708257115,0.8,0.0,1.0,0.0,4.0,0.0,0.0,0.1856841128308026,0.8143158871691973,0.8143158871691973,3142.8,0.4,0.0,0.0,0.8,0.554273645132321
kgd_e0fbea53e051,31,21,0,0,0,0,0,0,0,0.15453781670143318,0.15453781670143318,0.14285714285714285,0.16666666666666666,0.19047619047619047,0.0,0.17348627510844936,1,20,0,0,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.6149754901960784,0.38502450980392156,0.38502450980392156,346.2,0.0,0.0,0.0,1.0,0.8459901960784314
kgd_4522409b88d3,71,12,0,1,0,0,1,0,0,0.15117139030654445,0.13792185393897743,0.1724137931034483,0.06666666666666667,0.45454545454545453,0.0,0.1820428294659122,2,149,0,0,-0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2620015932893768,0.7379984067106232,0.7379984067106232,60.0,0.0,0.0,0.0,1.0,0.7048006373157507
kgd_93ab34db41b1,75,14,0,0,0,0,1,0,0,0.1131224921569936,0.07141451247068997,0.07692307692307693,0.15151515151515152,0.23076923076923078,1.0,0.0,2,224,0,0,0.4181656600790517,0.6,0.0,0.0,0.0,3.0,2.0,0.0,0.3639956029633449,0.6360043970366551,0.6360043970366551,989.3,0.0,0.0,0.0,0.6,0.5055982411853379
kgd_878ded7b6220,41,29,0,0,0,0,1,0,0,0.3719286430029718,0.22333175176576373,0.2549019607843137,0.296875,0.5,0.0,0.35314048238034496,2,61,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.19847984344653252,0.8015201565534675,0.8015201565534675,1313.2,0.0,0.0,0.0,1.0,0.679391937378613
kgd_e4a5d29a3fa3,24,23,1,0,0,0,0,0,0,0.22256128563525132,0.0974839140529345,0.13725490196078433,0.13333333333333333,0.3181818181818182,0.0,0.2547693669727681,3,75,1,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.11524875668953216,0.8847512433104678,0.8847512433104678,3085.7,0.8944271909999159,0.0,0.0,1.0,0.6460995026758128
kgd_b2c70839c36e,82,14,0,0,0,0,2,0,0,0.09925025992377697,0.09086973844853104,0.075,0.1388888888888889,0.21428571428571427,1.0,0.0,2,207,0,1,0.4181656600790517,0.6,3.0,2.0,0.0,0.0,0.0,0.8,0.25688641884965413,0.7431135811503459,0.7431135811503459,168.3,0.9797958971132712,0.0,0.9797958971132713,0.6,0.46275456753986166
kgd_3a833f956714,92,14,1,0,0,0,2,0,0,0.4457312886582828,0.3421518469255208,0.39285714285714285,0.38461538461538464,0.8461538461538461,0.0,0.4378577431700009,2,183,0,1,0.4181656600790517,0.6,0.0,0.0,2.0,3.0,0.0,0.0,0.4094132878615637,0.5905867121384363,0.5905867121384363,454.3,0.0,0.0,0.4000000000000001,0.6,0.5237653151446255
kgd_08d78e3c7fab,11,10,1,0,0,0,0,0,0,0.1144706332764688,0.1144706332764688,0.07407407407407407,0.21052631578947367,0.2,0.0,0.15628636501152987,1,27,0,0,-0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3427103013945119,0.6572896986054881,0.6572896986054881,1724.2,1.0954451150103321,0.48989794855663565,0.48989794855663565,1.0,0.7370841205578047
